OfficeHolder	aileen gunther <separator>  aileen m gunther  ( born 1953/1954 )  is a democratic member of the new york state assembly representing the 98th district which includes all of sullivan county and parts of orange county including the cities of middletown orange county new york and port jervisgunther received a nursing degree from orange county community college
Natural	anshupa lake <separator>  the 141-hectare ansupa lake is a horseshoe shaped fresh water lake on the left bank of the mahanadi river opposite banki in cuttack district odisha india ansupa lake in banki is 40 km from the city of cuttack which also acts as a shelter for the migratory birds in the wintry weather season it is a fresh water lake situated amidst the saranda hills and enclosed by bamboo tree greenery and mango trees to visitor's delight there is boating and fishing facilities in the ansupa lake
Transportation	sri lanka railways w1 <separator>  the sri lanka railways class w1 is a class of sri lankan diesel hydraulic locomotive that was built by rheinstahl henschel in 1969 a total of 45 w1s were built and imported this is the first diesel-hydraulic locomitve which ran on sri lankan rail
Transportation	hms gay bombardier  ( p1042 )  <separator>  hms gay bombardier  ( p1042 )  was a gay-class fast patrol boat of the royal navy she was built by vosper portchester and launched on 28 august 1952 she was the second ship to be launched in her classfollowing her sale to a private individual she was seized and confiscated by the italian customs service in the mid-1960s her eventual fate is unknown
OfficeHolder	aaron f perry <separator>  aaron fyfe perry  ( january 1 1815 - march 11 1893 )  was a us representative from ohio
Company	hopeful tragedy records <separator>  hopeful tragedy records is an 2007 formed quebec-based record label founded by your favorite enemiesthe label was founded for promoting their first ep called and if i was to die in the morning… would i still be sleeping with you which was released on the 1st june 2007 their second ep love is a promise whispering goodbye followed one year laternowadays the label have more artists on contract
Animal	neoduma caprimimoides <separator>  neoduma caprimimoides is a moth of the arctiidae family it was described by rothschild in 1912 it is found in new guineathe forewings are rufous chocolate with sooty black zigzag lines and a black spot at the tornus the hindwings are sooty mouse-grey
Film	the kreutzer sonata  ( 1987 film )  <separator>  the kreutzer sonata  ( russian  Крейцерова соната )  is a 1987 soviet film directed by mikhail shveytser based on leo tolstoy's novella the kreutzer sonata
Film	into the fire  ( 2005 drama film )  <separator>  into the fire is a 2005 independent drama film from first-time director michael phelan that stars sean patrick flanery jobeth williams and melina kanakaredes
Educational	west lake junior high <separator>  west lake junior high or wljh is a public junior high in west valley city utah it is located at 3400 south and 3450 west in the granger region of west valley city the school belongs to the very large granite school district which covers a large portion of the salt lake valley in utah
OfficeHolder	amanda ragan <separator>  amanda ragan  ( born september 20 1954 )  is the iowa state senator from the 7th district a democrat she has served in the iowa senate since 2002
WrittenWork	the blinding knife <separator>  the blinding knife is a 2012 epic fantasy novel by new york times bestselling author brent weeks and the second book in his lightbringer series following the black prism the novel is written in the third person perspective of several characters and follows protagonist kip guile as he discovers his latent magical powers the library journal called the book one of its seven not-to-miss sf/fantasy titles for fall 2012
Plant	tillandsia subinflata <separator>  tillandsia subinflata is a species of the genus tillandsia this species is endemic to mexico
Educational	kendriya vidyalaya no1 afs lohegaon pune <separator>  kendriya vidyalaya no 1 afs lohegaon pune is one of the kendriya vidyalayas across india it is located at the air force station lohegaon pune india
Album	once again with feeling ! <separator>  once again with feeling ! is a twenty song compilation by recording artist jim bianco released august 25 2009 this compilation features eleven popular tracks from three of bianco's studio albums and nine previously unreleased tracks from bianco's collection of demos alternate versions and b-sides this album was released exclusively through noisetradecom
Building	the four seasons restaurant <separator>  the four seasons is a new american cuisine restaurant in new york city located at 99 east 52nd street in the seagram building in midtown manhattanopened in 1959 the four seasons is associated with a number of milestone firsts in the hospitality industry the four seasons is credited with introducing the idea of seasonally-changing menus to america
Company	kvs  ( france )  <separator>  kvs was a small manufacturing company based in lyon-chassieu france which manufactured a range of microcars kvs previously 'les equipements electriques kv' had their origins within 'sa fabrique lyonnaise de motocyclettes new-map et motosacoche' producers of the new-map motorcycle range and originators of the rolux and solyto microcars new-map were suppliers of metal fabrications to kv whose primary business was in the manufacture of telephone equipment
Album	dai ikkai ringohan taikai no moyō <separator>  dai ikkai ringohan taikai no moyou  ( 第一回林檎班大会の模様 the situation of the very first ringo group convention )  is the live video of shiina ringo released on february 21 2007the situation of the live concert dai ikkai ringohan taikai adaruto onrii  ( 第一回林檎班大会 アダルト・オンリー the very first ringo group convention adult only )  on from december 12 through 21 2005 is recorded on this dvdher private office 黒猫堂/kuroneko-dou made a plan of this dvd and distributes it
Athlete	pierce holt <separator>  pierce holt  ( born january 1 1962 in marlin texas )  is an american former professional football player who was a defensive lineman for the san francisco 49ers and atlanta falcons from 1988 to 1995 he played collegiately at angelo state university and was selected by the 49ers in the 2nd round of the 1988 nfl draft holt was selected to his one and only pro bowl in 1992 his last year in san francisco
Animal	white-throated gerygone <separator>  the white-throated gerygone  ( gerygone olivacea )  is a species of bird in the acanthizidae familyit is found in australia and papua new guineaits natural habitats are temperate forests and subtropical or tropical moist lowland forests its common names include white-throated warbler white-throated flyeater bush canary native canary
Animal	micragrotis rufescens <separator>  micragrotis rufescens is a species of moth of the noctuidae family it is found in africa including south africa
Building	wells fargo building  ( philadelphia )  <separator>  the wells fargo building originally the fidelity-philadelphia trust company building is a skyscraper in center city philadelphia pennsylvania united states designed in the beaux-arts style by the architectural firm simon  & simon the building was erected for the fidelity-philadelphia trust co in 1928 the 29-story high-rise is listed on the national register of historic places
Film	hvězda jede na jih <separator>  hvězda jede na jih is a 1958 czechoslovak-yugoslavian comedy film directed by oldrich lipský
WrittenWork	the herald news <separator>  the smaller of the two main newspapers in massachusetts' south coast the herald news is a daily newspaper based in fall river massachusetts its coverage area includes fall river and the nearby towns of dighton freetown somerset swansea and westport massachusetts;  and little compton and tiverton rhode islandthe herald news formerly owned by journal register company was sold in december 2006 to gatehouse media which owns several daily and weekly newspapers in massachusetts
Village	czarnołozy <separator>  czarnołozy [t͡ʂarnɔˈwɔzɨ] is a village in the administrative district of gmina wojsławice within chełm county lublin voivodeship in eastern poland it lies approximately 4 kilometres  ( 2 mi )  north-west of wojsławice 25 km  ( 16 mi )  south of chełm and 74 km  ( 46 mi )  south-east of the regional capital lublin
Animal	mordella homochroa <separator>  mordella homochroa is a species of beetle in the mordella genus that is in the mordellidae family which is a part of the tenebrionoidea superfamily it was discovered in 1895
Animal	pristidactylus valeriae <separator>  pristidactylus valeriae is a species of lizard in the iguanidae familyit is endemic to chile and particularly to the chilean matorral
Athlete	johny hendricks <separator>  johny harvey hendricks  ( born september 12 1983 )  is an american mixed martial artist and an accomplished former collegiate wrestler he currently fights in the ultimate fighting championship's welterweight division where he is the current ufc welterweight champion he is known for his very powerful punches particularly from the left hand as well as his extensive wrestling background as of march 10 2014 he is #9 pound-for-pound in official ufc rankings
Educational	gymnasia realit <separator>  the gimnasia realit or of gimnasia realit e karary  ( הגימנסיה הריאלית על שם א קררי )  is an israeli high school named in honor of its first principal eliezer karary it was established in 1939 in rishon lezion at the time of the 1936–39 arab revolt during the mandatory palestine it was the fifth high school in israel and the first in rishon lezion
Athlete	sam willoughby <separator>  sam willoughby  ( born 15 august 1991 in bedford park south australia )  is an australian bmx cyclist he competed in the men's bmx at the 2012 summer olympics winning a silver medal on 10 august 2012 behind māris Štrombergs of latviawilloughby left his adelaide home at age 16 with a backpack a meagre bank account balance and his bmx bike for california he stayed at the home of fellow cyclists until he earned enough money from winning races to afford a room in a motel
Natural	lake krasnoye  ( leningrad oblast )  <separator>  lake krasnoye  ( russian  озеро Красное literally red lake before 1948 punnusjärvi finnish  punnusjärvi )  is a 69 km by 28 km lake in the central part of the karelian isthmus in priozersky district of leningrad oblast near korobitsyno the lake belongs to the river vuoksi drainage basin its area is about 9 km2
Building	yorke arms <separator>  the yorke arms is a restaurant and hotel located in ramsgill in nidderdale north yorkshire england as of 2008 the restaurant holds one star in the michelin guidethe yorke arms was featured in the trip a 2010 bbc comedy starring steve coogan and rob brydon as fictionalised versions of themselves doing a restaurant tour of northern england
Educational	catherine mcauley high school  ( brooklyn )  <separator>  catherine mcauley high school was a small all-girls private catholic high school in the east flatbush section of brooklyn new york founded by the brooklyn sisters of mercy in 1942 it is located in the roman catholic diocese of brooklyn edited august 2013  the high school closed at the end of the 2012-2013 school year
OfficeHolder	fernando arturo de meriño <separator>  fernando arturo de meriño  ( born santo domingo january 9 1833 - august 20 1906 )  was a dominican priest and politician he served as president of the dominican republic from september 1 1880 until september 1 1882 he was later made an archbishop
OfficeHolder	mark c minton <separator>  mark c minton currently serves as president of the korea society a career member  ( retired )  of the foreign service he was the us ambassador to mongolia from 2006 to 2009
Album	chicago iii <separator>  chicago iii is the third album by american rock band chicago and was released in 1971 it was the band's third consecutive double album of new studio material in less than two years
Album	great big hits live ! bootleg <separator>  great big hits live ! bootleg is an album by american rock band poison released on july 4 2006 by sonythe record is essentially power to the people re-packaged without the new studio tracks and the guitar and drum solos  ( live songs only ) 
Artist	antoine de rivarol <separator>  antoine de rivarol  ( 26 june 1753 – 11 april 1801 )  was a royalist french writer during the revolutionary erarivarol was born in bagnols languedoc it appears that his father an innkeeper was a cultivated man the son assumed the title of comte de rivarol asserting a connection with a noble italian family but his enemies said his name was really riverot and that he was not of a noble family after various vicissitudes he went to paris in 1777 and won some academic prizes
Film	el domador <separator>  el domador is a 1954 argentine film
Plant	zenkerella egregia <separator>  zenkerella egregia is a species of legume in the fabaceae familyit is found only in tanzania
OfficeHolder	richard stuart <separator>  richard h stuart  ( born january 6 1964 in fredericksburg virginia )  is an american politician a republican he was elected to the senate of virginia in november 2007 he currently represents the 28th district made up of six counties and parts of two others in the northern neck middle peninsula and northern piedmont plus part of the city of fredericksburg
Film	exils <separator>  exiles is a 2004 french film by tony gatlif the film follows two young bohemians zano and naima after having sex the two spontaneously decide that they will travel to algeria where naima's parents come from and where zano's  ( romain duris )  pied-noir parents were once exiled their adventurous journey to algiers is full of character exploration relationship hiccups and imagery the film was also a homecoming for gatlif himself seeing him return to algeria 43 years after he left
Plant	vriesea 'roberto kautsky' <separator>  'roberto kautsky' is a hybrid cultivar of the genus vriesea in the bromeliad family
Natural	mount thule <separator>  mount thule is a mountain on bylot island nunavut canada it is located 38 km  ( 24 mi )  north of pond inlet on baffin island it is associated with the baffin mountains which in turn form part of the arctic cordillera mountain system
Village	koknese <separator>  koknese  ( about this sound pronunciation  )  is a historic town in latvia the administrative centre of koknese municipality on the right bank of the daugava river it has a population of nearly 3000
Plant	agathis labillardieri <separator>  agathis labillardieri is a species of conifer in the araucariaceae familyit is found in indonesia and papua new guinea
Company	chiswick press <separator>  the chiswick press was founded by charles whittingham i  ( 1767-1840 )  in 1811 the management of the press was taken over in 1840 by the founder's nephew charles whittingham ii  ( 1795-1876 )  the name was first used in 1811 and the press continued to operate until 1962 c whittingham i gained notoriety for his popularly priced classics but the chiswick press became very influential in english printing and typography under c
Building	oregon air and space museum <separator>  the oregon air and space museum holds a collection of historic aircraft and spacecraft
Educational	lincoln high school  ( west virginia )  <separator>  lincoln high school is comprehensive four-year public high school located in shinnston west virginia in harrison county that operates as part of the harrison county school districtlincoln high school derived its name from the first public school located in harrison county in the vicinity of the nearby community of gypsy site preparation began in the spring of 1975 groundbreaking ceremonies for the building were held september 9 1976 cornerstone laying was june 4 1977
Transportation	ld &ecr class c <separator>  the ld &ecr class c  ( lner class g3 )  was a class of 0-4-4t steam locomotives of the lancashire derbyshire and east coast railwaysix were built in 1897–98 they were the ld &ecr's only true passenger locomotive they normally ran between chesterfield market place and lincoln and occasionally to the midland railway station in sheffield in later years five moved to the sheffield area with one transferring to ardsleyall were scapped between 1931 and 1935
Athlete	duke mckenzie <separator>  duke mckenzie mbe  ( born 5 may 1963 )  is a british former professional boxer now a boxing commentator for broadcaster itv
Educational	hagerstown jr-sr high school <separator>  hagerstown jr-sr high school is a small school located in hagerstown and serves the nettle creek school corporation which also includes economy and greensfork both of which had their own schools until they were merged into hagerstown
Artist	christian ernst graf <separator>  christian ernst friedrich graf  ( rudolstadt 30 june 1723 – the hague 17 july 1804 )  was a german kapellmeister and composer he was kapellmeister to william v prince of orange and resident in the netherlands from 1762 where he changed the spelling of his name to graafhe was the son of kapellmeister de johann graf  ( 1684–1750 )  and brother of the flautist friedrich hartmann graf
Building	etchmiadzin cathedral <separator>  the etchmiadzin cathedral  ( /ɛtʃmiədˈziːn/ ech-mee-uh-dzeen;  armenian  Էջմիածնի Մայր Տաճար Ēǰmiatsni mayr tačar )  is the mother church of the armenian apostolic church and the central building of the mother see of holy etchmiadzin located in the center of the city of vagharshapat  ( also known as etchmiadzin after the cathedral )  it is the first church to be built in armenia
WrittenWork	the stolen lake <separator>  the stolen lake is a children's novel by joan aiken first published in 1981 taking place in an alternate history the story follows the adventures of dido twite in a fictionalized version of south americathe novel is the fourth in the wolves chronicles a series of books set during the fictional 19th century reign of king james iii in this world part of south america is occupied by ancient british  ( celtic )  colonists following an invasion hundreds of years before
OfficeHolder	frank welsh  ( politician )  <separator>  frank robert welsh  ( 12 april 1871 – 28 december 1959 )  was an australian politician who represented the western australian legislative assembly seat of pilbara from 1933 until 1939 and one of the three legislative council seats for north province from 1940 until 1954 he was a member of the nationalist party until 1945 when the party merged into the liberal party
Animal	squalius torgalensis <separator>  squalius torgalensis is a species of freshwater fish in the family cyprinidae it is found only in portugalits natural habitats are rivers and intermittent rivers it is threatened by habitat loss
Athlete	maa tanuvasa <separator>  maa tanuvasa  ( born november 6 1970 )  is a former american football defensive end mainly for the denver broncos he played nine years in the national football league winning two super bowl championships as a main component of the broncos defense
Village	yenki kand-e mirza almasi <separator>  yenki kand-e mirza almasi  ( persian  ينكي كندميرزاالماسي‎ also romanized as yenkī kand-e mīrzā almāsī;  also known as bangī kand-e almāsī yangikand yangī kand almās yangī kand-e almās yangī kand-e mīrzā yangī kand mīrzā almās and yengī kand-e almāsī )  is a village in golabar rural district in the central district of ijrud county zanjan province iran at the 2006 census its population was 165 in 47 families
Album	burning the days <separator>  burning the days is the fifth studio album from the band vertical horizon released on september 22 2009
Plant	sisyrinchium elmeri <separator>  sisyrinchium elmeri is a species of flowering plant in the iris family known by the common name elmer's yellow-eyed grass it is endemic to california where it is known from many of the mountain ranges from the klamath mountains through the sierra nevada to the san bernardino mountains it grows in moist habitat types such as meadows and bogs
Plant	andreaea depressinervis <separator>  andreaea depressinervis is a species of moss that lives in south america and antarctica it is found on both the south shetland islands and the antarctic continent
Animal	olivella morrisoni <separator>  olivella morrisoni is a species of small sea snail marine gastropod mollusk in the family olivellidae the dwarf olives
Film	jackie  ( 2010 film )  <separator>  jackie is a 2010 indian multilingual film directed by soori and features kannada actor puneet rajkumar and bhavana menon in the lead roles it was released in kannada on 14 october 2010 to a critical acclaim and was adjudged the best film of 2010 at the south filmfare awards
Village	van-e sofla <separator>  van-e sofla  ( persian  وان سفلي‎ also romanized as vān-e soflá;  also known as vān-e pā’īn )  is a village in ojarud-e sharqi rural district muran district germi county ardabil province iran at the 2006 census its population was 352 in 70 families
Village	szostaki Łomża county <separator>  szostaki [ʂɔsˈtaki] is a village in the administrative district of gmina jedwabne within Łomża county podlaskie voivodeship in north-eastern poland
Artist	david tudor <separator>  david eugene tudor  ( january 20 1926 – august 13 1996 )  was an american pianist and composer of experimental music
Animal	scopula ochrea <separator>  scopula ochrea is a moth of the geometridae family it is found in yemen and oman
Film	the seventh survivor <separator>  the seventh survivor is a 1941 british black-and-white spy war film directed by leslie s hiscott and starring felix aylmer jane carr wally patch linden travers austin trevor frank pettingell ronald shiner as ernie and martita hunt it was produced by british national films and shaftesbury films
Artist	angie brown <separator>  angie brown  ( born 13 june 1963 )  is a british singer-songwriter from brixton south londonbrown is most well known as the featured vocalist on bizarre inc's two hits i'm gonna get you  ( 1992 )  and took my love  ( 1993 )  and as the featured vocalist on motiv8's top ten uk track from 1994 rockin' for myself
OfficeHolder	jabez leftwich <separator>  jabez leftwich  ( september 22 1765 – june 22 1855 )  was an american politician who served the state of virginia in the us house of representatives between 1821 and 1825
WrittenWork	alfred hitchcock's anthology – volume 1 <separator>  alfred hitchcock's anthology – volume 1 is the first installment of alfred hitchcock's anthology one of the many alfred hitchcock story collection books;  edited by eleanor sullivan originally published in hardcover in 1976 as alfred hitchcock's tales to keep you spellbound the book is a collection of 30 stories originally published in alfred hitchcock's mystery magazine
Artist	jana jordan <separator>  jana jordan  ( born march 9 1986 in san antonio texas )  is an american adult model and pornographic actress who was penthouse magazine's pet of the month for august 2007
Film	luang ta <separator>  luang ta is a 1980 thai film directed by permphol cheyaroon it was entered into the 31st berlin international film festival
WrittenWork	the wrecking crew  ( novel )  <separator>  the wrecking crew is a spy novel by donald hamilton first published in 1960 it was the second novel featuring hamilton's ongoing protagonist counter-agent and assassin matt helm in this book hamilton continued the hard-headed and gritty realism he had built up around helm in the first novel of the series death of a citizen
Film	some like it cool <separator>  some like it cool is a 1962 film directed by michael winner on the then provocative subject of naturism
Athlete	mike doherty <separator>  michael doherty  ( born 8 march 1961 in liverpool )  is an english former professional footballer who played in the football league as a forward
Building	park avenue synagogue <separator>  the park avenue synagogue – agudat yesharim  ( the association of the righteous )  - is a conservative jewish congregation located at 50 east 87th street on the upper east side of manhattan new york city founded in 1882 the congregation is one of the largest and most influential synagogues in the united states the congregation was originally founded in 1882 as the reform congregation temple gates of hope by a group of german jews
Album	walk on the wild side  the best of lou reed <separator>  walk on the wild side  the best of lou reed is the first greatest hits compilation by lou reed formerly of the velvet underground it was issued by rca records after reed's first contract with them ended in 1976 issued on compact disc on october 25 1990
Artist	barbara morgenstern <separator>  barbara morgenstern  ( born march 19 1971 )  is a german electronic music artist who has released seven full-length albums and seven eps
Educational	law school of the aristotle university of thessaloniki <separator>  the law school of the aristotle university of thessaloniki is considered one of the most prestigious greek law schools it is ranked first among the greek law schools and is considered one of the 200 best law schools in the world
Animal	agrisius albula <separator>  agrisius albula is a moth of the arctiidae family it is found in myanmar
Building	cathedral of the holy cross  ( boston )  <separator>  the cathedral of the holy cross is the mother church of the roman catholic archdiocese of boston and is the largest roman catholic church in new englandwhen construction was finished the cathedral rivaled both old south church and trinity church in grandeur signalling the emergence of roman catholics in what was at the time of construction a largely protestant city and statethe cathedral is located in the city's south end neighborhood at 1400 washington st boston ma 02118
Village	yeşiltepe taşova <separator>  yeşiltepe is a village in the district of taşova amasya province turkey
Album	automatic  ( the stitches album )  <separator>  automatic is a sexy punk rock/hardcore punk cd released by the band the stitches
Plant	pachycereus marginatus <separator>  pachycereus marginatus is a species of plant in the cactaceae family
Plant	gymnocarpos bracteatus <separator>  gymnocarpos bracteatus is a species of plant in the caryophyllaceae family it is endemic to yemen its natural habitat is subtropical or tropical dry shrubland
Company	the equitable life assurance society <separator>  the equitable life assurance society  ( equitable life )  founded 1762 is a life insurance company in the united kingdom
Natural	hobsons bay <separator>  hobsons bay is a bay in port phillip victoria australiahobsons bay is the northernmost part of port phillip it is adjacent to the melbourne suburbs of port melbourne and williamstown the yarra river flows into hobsons bay
Athlete	dennis lick <separator>  dennis allan lick  ( born april 26 1954 )  is a former american football offensive lineman for the chicago bears lick played six seasons with the bears from 1976 to 1981 he was signed out of the university of wisconsin–madisonlick attended st rita high school on chicago's south side and resides in the clearing neighborhood he shares a distinction with two other nfl players that have also attended both st
OfficeHolder	vicente saadi <separator>  vicente leonidas saadi  ( 1913 – 10 july 1988 )  was an argentine justicialist party politician he was a senator and governor for catamarca province and became the patriarch of a family that has dominated catamarca politics since the 1940sborn in belén his family were prosperous syrian-lebanese immigrants who became prominent in local commerce
Building	province house  ( prince edward island )  <separator>  province house is where the prince edward island legislature known as the legislative assembly of prince edward island has met since 1847 the building is located at the intersection of richmond and great george streets in charlottetown;  it is canada's second-oldest seat of government
OfficeHolder	leroy e myers jr <separator>  leroy e myers jr  ( born october 8 1951 )  is an american politician from the us state of maryland
Film	the pregnancy pact <separator>  the pregnancy pact is a 2010 television film directed by rosemary rodriguez and starring thora birch madisen beaty and camryn manheim based on the true story of a 2008 media circus surrounding teenagers in gloucester massachusetts who allegedly agreed to concurrently give birth and raise their children communally
Film	all's well ends well <separator>  all's well ends well  ( chinese  家有囍事;  pinyin  jiā yǒu xǐ shì;  cantonese yale  ga yau hei si )  is a 1992 hong kong comedy film directed by clifton ko the film stars stephen chow with maggie cheung leslie cheung raymond wong sandra ng and teresa moall's well ends well was a lunar new year film where a film's release was timed to coincide with the larger movie audience at that time of year
Artist	otto griebel <separator>  otto griebel  ( 31 march 1895 – 7 march 1972 )  was a german painter in 1933 he was arrested by the gestapo and his paintings were branded as degenerate art his painting child at a table was one of the artworks found in the 2012 munich artworks discovery
Plant	hemandradenia <separator>  hemandradenia is a genus of plant in family connaraceae it contains the following species  ( but this list may be incomplete )   hemandradenia chevalieri stapf hemandradenia mannii stapf
Artist	michelle thorne <separator>  michelle thorne  ( 2 august 1975 )  is a british pornographic actress and director and also a glamour model
Album	strength through pain <separator>  strength through pain is the first full length album by the american street punk band monster squad published by charged records in 2004
Plant	blidingia <separator>  blidingia is a genus of ulvaceaen green alga
Animal	aprominta atricanella <separator>  aprominta atricanella is a moth of the symmocidae family it is found in bulgaria the republic of macedonia and greecethe wingspan is about 16 mm the ground colour of the forewings is whitish sprinkled with large blackish grey scales the hindwings are dark grey
Film	a charming man <separator>  a charming man  ( czech  roztomilý člověk )  is a czech comedy film directed by martin frič it was released in 1941
OfficeHolder	kam nai-wai <separator>  kam nai-wai mh  ( chinese  甘乃威;  pinyin  gān naǐweī;  born 1960 hong kong )  is a founding member of the democratic party and a member of central and western district council he is also a former member of the legislative council of hong kong  ( geographical constituency hong kong island )  his profession is as a social worker and he is a director of an it companykam served on the former urban council and district councils from 1995
WrittenWork	kuensel <separator>  kuensel is the national newspaper of bhutan it was the only local newspaper available in bhutan until 2006 when two more newspapers were launched the government of bhutan owns 51 percent of kuensel while 49 percent is held by the public
Athlete	andre huebscher <separator>  andre huebscher  ( born august 10 1989 )  is a german professional ice hockey player he is currently playing for ehc wolfsburg in the deutsche eishockey liga  ( del ) 
OfficeHolder	korn dabbaransi <separator>  korn dabbaransi  ( thai  กร ทัพพะรังสี rtgs  kon thappharangsi alternatively transcribed as thapparangsi or dabaransi thai pronunciation  [kɔːn tʰáppʰáraŋsǐː];  born 14 september 1945 )  is a thai politician he was the leader of the national development party from 1998 to 2003 korn served as vice prime minister and as minister in several governments
Building	ambassador hotel  ( los angeles )  <separator>  the ambassador hotel was a hotel in los angeles california and location of the cocoanut grove nightclub until it was demolished in 2005 the hotel began operation formally on january 1 1921 and subsequently was the site of the 2nd academy awards 12th academy awards and the june 1968 assassination of presidential candidate united states senator and former us attorney general robert f kennedy
Plant	lobochlamys <separator>  in taxonomy lobochlamys is a genus of algae specifically of the chlamydomonadaceae
WrittenWork	mandela  the authorised biography <separator>  mandela  the authorised biography is a study of nelson mandela the former president of south africa by the late journalist anthony sampsonsampson's book was published in 1999 five years after mandela's autobiography long walk to freedom the book was one of the first to examine such issues as winnie mandela's crimes and state president frederik willem de klerk's suspected attempts to use the security forces to derail peace talks
Company	société des bains de mer de monaco <separator>  société des bains de mer  ( pronounced  [sɔsjete də bɛ̃ də mɛːʁ də mɔnako];  sbm;  euronext  bain )  is a publicly traded company registered in the principality of monaco notable establishments owned and managed by sbm include the monte carlo casino the opéra de monte-carlo and the hotel de paris in monte-carlo
Album	fiction family  ( album )  <separator>  fiction family is the debut studio album by the collaboration between switchfoot frontman and solo artist jon foreman and nickel creek guitarist and solo artist sean watkins it was released january 20 2009 through the indie record label ato records
Artist	jay-jay johanson <separator>  jäje johansson  ( born 11 october 1969 )  better known by his stage name jay-jay johanson is a swedish singer-songwriter known for his melancholic vocals his music has integrated the trip hop genre until he switched his sound to a more electroclash-oriented direction with his 2003 album antenna which featured on the radio after this album he came back to his characteristic sound after he released the long term physical effects are not yet known in 2007
Transportation	gnr class c1  ( small boiler )  <separator>  the great northern railway  ( gnr )  small boiler class c1 is a class of steam locomotive the first 4-4-2 or atlantic type in great britain they were designed by henry ivatt in 1897 in total 22 were built between 1898 and 1903 at doncaster works the class were commonly known as 'klondykes' [sic] after the 1897 klondike gold rush
Educational	st paul's episcopal school <separator>  st paul's episcopal school is an independent religious co-educational preparatory school in mobile alabama
Building	kyushu national museum <separator>  the kyushu national museum  ( 九州国立博物館 kyūshū kokuritsu hakubutsukan )  opened on october 16 2005 in dazaifu near fukuoka -- the first new national museum in japan in over 100 years and the first to elevate the focus on history over art the distinct modern impression created by the architectural facade is mirrored in the museum's use of technological innovations which are put to good in making the museum's collections accessible to the public
Transportation	uss bowie  ( apa-137 )  <separator>  uss bowie  ( apa-137 )  was a haskell-class attack transport acquired by the us navy during world war ii for the task of transporting troops to and from combat areasbowie  ( apa-137 )  was laid down on 28 august 1944 at wilmington california by the california shipbuilding corp under a maritime commission contract  ( mcv hull 53 ) ;  launched on 31 october 1944;  sponsored by mrs j
Transportation	general dynamics f-16 fighting falcon variants <separator>  a large number of general dynamics f-16 fighting falcon variants have been produced by general dynamics lockheed martin and various licensed manufacturers the details of the f-16 variants along with major modification programs and derivative designs significantly influenced by the f-16 are described below
Animal	chlorognesia <separator>  chlorognesia is a genus of moths of the noctuidae family
Building	pardee home <separator>  the pardee home is a house in oakland california that was home to three generations of the pardee family it is now a non-profit museum showing over 100 years of the life of a prominent california family the house a well-preserved example of italianate architecture is a city landmark a california historical landmark and listed on the national register of historic places the house was constructed in 1869 by california state senator enoch h pardee
